CSPC_NO,BRAND_DSC,PRODUCT_DISPLAY_DSC,Period Display,Price,Adjusted Price,Promotions,Total 9L Cases(Promoted Stores),Total 9L Cases,Total Real Cases,Total $ Sales,Adjusted $ Sales,Lift 9L,Lift 9L %,Total Promo Cost,Total $GP,Base $GP,ROI $,ROI $ Rel,Incr.$/Rate,Rank
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201803,10.75,10.75,"Frigo 1 période-1,Étalage mini-11,Étalage gros-1, Points_500.00",157,2877,2877,370990,370990,45.9,0.4134,1384,41714,1610,666,-0.52,4.28,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201804,10.65,10.65,"Allongeur - régulier-15,Étalage régulier-2,Affichette - régulière-1,Étalage gros-1, Points_500.00",123,2580,2580,329218,329218,38.58,0.4552,1318,37410,1229,559,-0.58,3.74,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201805,10.65,10.65,"Étalage régulier-2,Frigo 1 période-46,Affichette - régulière-1,Étalage gros-1, Points_500.00",340,2754,2754,351947,351947,133.44,0.6476,2930,39934,2988,1935,-0.34,5.82,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201806,10.7,10.7,"Étalage régulier-1,Étalage gros-1, Points_0.00",27,2305,2305,295270,295270,0,0,294,33421,389,0,-1,0,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201807,10.6,10.6,"Allongeur - régulier-6,Frigo 1 période-47,Étalage mini-59, Frigo 1 période-47,Allongeur - régulier-6,Étalage mini-59, Points_2000.00",669,2276,2279,290168,290168,256.62,0.6222,12195,33003,5981,3721,-0.69,2.68,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201808,10.65,10.65,"Étalage régulier-1,Étalage mini-30,Allongeur - régulier-2,Frigo 1 période-61,Étalage gros-1, Points_2000.00",622,2061,2061,263320,263320,193.4,0.4509,9148,29883,6220,2804,-0.69,2.7,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201809,10.9,10.9,"Frigo 1 période-58,Étalage mini-52,Étalage gros-1, Étalage mini-52,Frigo 1 période-58,Étalage gros-1, Points_1500.00",637,2377,2377,310115,310115,261.49,0.697,10557,34468,5440,3792,-0.64,3.23,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201810,10.8,10.8,"Frigo 1 période-17,Étalage mini-19,Étalage gros-1, Points_0.00",279,2354,2354,304397,304397,66.23,0.3114,2428,34138,3084,960,-0.6,3.53,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201811,10.65,9.85,"Dégustation - régulière-1,Circulaire-Étalage zone corpo 315 succ. à rabais mixte-416,Étalage mini-288,Étalage régulier-28,Étalage gros-1, Dégustation - régulière-1,Circulaire-Étalage zone corpo 315 succ. à rabais mixte-416,Étalage régulier-28,Étalage mini-288,Étalage gros-1, Dégustation - régulière-1,Étalage mini-288,Étalage régulier-28,Étalage gros-1, LTO_1.00, Points_250.00",1983,2118,2118,270218,249854,598.69,0.4325,76899,30707,20070,8681,-0.89,0.92,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201812,10.7,10.7,"Étalage mini-75,Frigo 1 période-85,Étalage gros-1, Points_1500.00",765,1692,1693,217867,217867,154.33,0.2527,12854,24534,8856,2238,-0.83,1.55,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201813,10.75,10.75,"Étalage mini-85,Frigo 1 période-68,Allongeur - régulier-3,Étalage gros-1, Points_2250.00",742,1749,1749,225434,225434,191.9,0.3486,13336,25367,7981,2783,-0.79,1.85,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201901,10.75,10.75,"Frigo 1 période-29,Étalage régulier-1,Étalage mini-10,Étalage gros-1, Points_1500.00",329,1756,1756,226732,226732,123.26,0.5989,3512,27664,3242,1941,-0.45,4.53,5
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201902,10.9,10.9,"Frigo 1 période-26,Étalage régulier-3,Étalage mini-7,Étalage gros-1, Points_1500.00",345,1946,1946,254335,254335,119.17,0.5281,3350,30642,3554,1877,-0.44,4.65,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201903,10.9,10.9,"Étalage mini-5,Frigo 1 période-24,Étalage régulier-7,Allongeur - régulier-2,Étalage gros-2, Points_2250.00",414,2110,2112,275502,275502,157.82,0.6171,4625,33238,4028,2486,-0.46,4.46,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201904,10.85,10.85,"Étalage régulier-2,Frigo 1 période-22,Étalage mini-9,Allongeur - régulier-23,Étalage gros-1, Points_2000.00",413,2181,2181,284164,284164,198.85,0.93,5231,34343,3368,3132,-0.4,4.95,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201905,10.9,10.9,"Allongeur - régulier-14,Étalage régulier-5,Frigo 1 période-22,Étalage mini-15,Étalage gros-5, Points_3000.00",530,2194,2194,287266,287266,146.15,0.3812,8575,34561,6038,2302,-0.73,2.23,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201601,14,14,"Étalage mini-30,Étalage régulier-23,Circulaire-Pad-416,Événement tactique-Produit à découvrir à points bonis-416, LTO_0.00, Points_1000.00",3440,3440,2580,433426,433426,816.1,0.311,25738,24459,18657,5803,-0.77,4,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201603,14.1,14.1,"Étalage régulier-5,Étalage mini-10, Points_500.00",191,3186,2389,403450,403450,51.7,0.3705,1916,22653,992,368,-0.81,3.42,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201604,14.1,14.1,"Étalage mini-1, Étalage mini-1,Circulaire-Standard plus élargi A avec points bonis-416, LTO_0.00, Points_1000.00",3448,4341,3256,550722,550722,1192.83,0.5288,47577,30870,16039,8482,-0.82,3.18,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201606,14.1,14.1,"Allongeur - régulier-1, Points_0.00",1,3187,2390,404261,404261,0,0,31,22658,9,0,-1,0,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201607,14.1,14.1,"Allongeur - régulier-47, Points_0.00",477,3315,2486,420651,420651,131.93,0.3818,1678,23570,2457,938,-0.44,9.98,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201608,14.1,14.1,"Étalage régulier-8,Étalage mini-16, Points_750.00",258,3327,2495,422205,422205,75.36,0.4119,3239,23658,1301,536,-0.83,2.95,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201609,13.5,13.5,"Étalage régulier-1, Points_0.00",14,3427,2571,415897,415897,0.38,0.0271,189,24370,99,3,-0.99,0.24,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201610,13.45,13.45,"Étalage régulier-1,Allongeur - régulier-1, Points_0.00",27,4128,3096,499212,499212,7.52,0.3772,279,29349,142,53,-0.81,3.26,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201611,13.05,13.05,"Étalage régulier-3,Étalage mini-16, Points_750.00",199,2739,2054,321898,321898,50.44,0.34,2122,19475,1055,359,-0.83,2.79,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201612,12.6,12.6,"Étalage mini-32,Étalage régulier-7, Points_500.00",465,3402,2551,386068,386068,184.24,0.6552,4292,24187,2000,1310,-0.69,4.87,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201613,12.2,12.2,"Circulaire-Std+-416,Étalage mini-316,Événement tactique-Standard plus 315 succursales à points bonis-416, Étalage mini-316, LTO_0.00, Points_2500.00",4577,4830,3622,531000,531000,1932.39,0.7308,116414,34341,18801,13740,-0.88,1.83,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201702,12.25,12.25,"Étalage régulier-4,Étalage mini-12, Points_500.00",212,3397,2547,374536,374536,67.81,0.4703,1972,22289,946,445,-0.77,3.79,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201703,12.2,12.2,"Allongeur - régulier-1, Points_0.00",7,3342,2506,367666,367666,0.5,0.075,31,21929,43,3,-0.89,1.76,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201704,12.2,12.2,"Étalage régulier-1,Étalage mini-14, Points_500.00",158,3397,2548,373768,373768,48.66,0.4451,1547,22292,718,319,-0.79,3.46,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201705,12.25,12.25,"Allongeur - régulier-61, Points_500.00",1091,3696,2772,407063,407063,349.72,0.4718,5274,24252,4865,2295,-0.56,7.3,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201706,12.25,11.4,"Étalage mini-160, Étalage mini-160,Circulaire-Standard Plus 170 succursales à rabais mixte-416, LTO_1.00, Points_500.00",4491,5000,3750,550454,513475,1860.76,0.7076,65258,32810,17258,12211,-0.81,2.93,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201707,12.2,12.2,"Étalage mini-1,Allongeur - régulier-67, Points_500.00",732,3407,2555,374769,374769,243.13,0.4972,4574,22356,3209,1596,-0.65,5.85,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201709,12.3,12.3,"Allongeur - régulier-1, Points_0.00",6,3573,2680,395392,395392,1.97,0.5504,90,23447,24,13,-0.86,2.42,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201710,12.3,12.3,"Circulaire-Standard plus 235 succursales à points bonis-416,Étalage mini-223, Étalage mini-223, LTO_0.00, Points_1000.00",3693,5268,3951,583890,583890,973.18,0.3578,31639,34573,17850,6386,-0.8,3.41,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201713,12.3,12.3,"Étalage régulier-2,Étalage mini-7, Points_500.00",220,4340,3255,480761,480761,88.67,0.6729,1558,28479,865,582,-0.63,6.31,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201801,12.3,12.3,"Étalage régulier-4,Étalage mini-38,Étalage gros-1, Points_500.00",478,3515,2637,388573,388573,188.31,0.6498,4701,23869,1968,1279,-0.73,4.43,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201802,12.3,12.3,"Étalage régulier-1,Étalage mini-16, Points_500.00",132,3625,2718,400870,400870,53.07,0.6725,1616,24611,536,360,-0.78,3.63,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201803,12.3,11.5,"Circulaire-Standard plus 315 succursales à rabais mixte-416,Étalage mini-297, Étalage mini-297, LTO_1.00, Points_500.00",5541,6008,4506,664739,621799,2534.76,0.8433,87480,40793,20410,17211,-0.8,3,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201807,12.45,12.45,"Étalage régulier-3,Étalage mini-28, Points_1000.00",295,3513,2635,393634,393634,103,0.5368,3955,23855,1303,699,-0.82,2.92,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201808,12.45,11.65,"Étalage régulier-4,Circulaire-Produit à rabais mixte-416,Étalage mini-131, Étalage régulier-4,Étalage mini-131, LTO_1.00, Points_1500.00",4104,4726,3544,529033,494929,1427.2,0.5332,63799,32087,18173,9691,-0.85,2.34,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201809,12.45,12.45,"Étalage régulier-1,Étalage mini-87, Points_1000.00",988,3689,2767,413255,413255,287.3,0.4099,13790,25048,4759,1951,-0.86,2.33,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201810,12.45,12.45,"Étalage régulier-1,Étalage mini-3, Points_0.00",32,3800,2850,425810,425810,4.14,0.1506,474,25800,187,28,-0.94,0.98,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201811,12.4,12.4,"Étalage mini-17, Points_1000.00",150,2806,2105,313780,313780,32.6,0.2769,1832,19055,799,221,-0.88,1.99,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201813,12.45,12.45,"Étalage mini-16, Points_1000.00",140,2996,2247,335687,335687,45.19,0.4772,1875,20343,643,307,-0.84,2.7,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201901,12.4,12.4,"Étalage mini-24,Étalage gros-3,Étalage régulier-29, Points_1000.00",706,3371,2528,377044,377044,241.21,0.5186,10149,26161,3609,1872,-0.82,2.66,11
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201902,12.45,12.45,"Étalage mini-23,Allongeur - régulier-1,Étalage gros-1,Étalage régulier-19, Étalage mini-23,Allongeur - régulier-1,Étalage régulier-19,Étalage gros-1, Points_1000.00",525,3458,2593,387303,387303,156.85,0.4259,7333,26831,2858,1217,-0.83,2.4,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201903,12.6,12.6,"Étalage régulier-45,Étalage gros-6,Étalage mini-58, Points_1000.00",1406,3727,2795,421994,421994,495.84,0.5448,19177,28918,7063,3848,-0.8,2.93,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201904,12.6,12.6,"Étalage régulier-12,Étalage mini-18, Points_1250.00",349,3280,2460,371454,371454,116.36,0.5004,5295,25456,1804,903,-0.83,2.49,
11581429,ETIENNE MARCEAU,ETIENNE MARCEAU CABERNET SHIRAZ 01000 ML,201905,12.6,12.6,"Étalage régulier-2,Dégustation - régulière-2,Étalage mini-8, Points_1250.00",123,3303,2477,374621,374621,36.86,0.4268,1904,25632,670,286,-0.85,2.2,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201609,19.75,19.75,"Dégustation - régulière-1, Points_0.00",4,820,820,194310,194310,2.84,2.1381,81,,,,,8.3,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201610,19.75,19.75,"Frigo 1 période-3, Points_0.00",10,608,608,144157,144157,4.31,0.7059,62,,,,,16.48,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201611,19.5,19.5,"Frigo 1 période-1,Frigo longue durée-1, Points_0.00",4,378,378,88641,88641,0.1,0.0253,70,,,,,0.33,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201612,19.2,19.2,"Frigo 1 période-1,Dégustation - régulière-2,Frigo longue durée-1, Points_0.00",10,461,461,106381,106381,2.93,0.4466,242,,,,,2.79,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201613,19,19,"Frigo 1 période-2,Frigo longue durée-1, Points_0.00",6,469,469,106750,106750,1.43,0.3139,97,,,,,3.36,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201701,19,19,"Étalage mini-1,Frigo 1 période-4,Frigo longue durée-1, Points_0.00",19,523,523,119167,119167,10.53,1.2306,281,4597,75,92,-0.67,8.53,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201702,19.1,19.1,"Étalage mini-1,Frigo 1 période-4,Frigo longue durée-1, Points_0.00",22,613,613,140352,140352,12.93,1.362,281,5383,83,114,-0.6,10.53,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201703,19.15,19.15,"Dégustation - régulière-2,Frigo 1 période-3,Étalage mini-3,Frigo longue durée-1, Dégustation - régulière-2,Étalage mini-3,Frigo 1 période-3,Frigo longue durée-1, Points_0.00",35,661,661,151938,151938,21.73,1.6589,484,5802,115,191,-0.61,10.33,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201704,19.05,17.9,"Étalage régulier-1,Circulaire-Standard plus 80  succursales à rabais mixte-416,Dégustation - régulière-2,Frigo 1 période-55,Étalage mini-104,Frigo longue durée-3, Étalage régulier-1,Circulaire-Standard plus 80  succursales à rabais mixte-416,Dégustation - régulière-2,Étalage mini-104,Frigo longue durée-3,Frigo 1 période-55, Étalage régulier-1,Dégustation - régulière-2,Étalage mini-104,Frigo longue durée-3,Frigo 1 période-55, LTO_1.50, Points_2500.00",884,987,987,225744,212163,448.38,1.0305,30199,8671,3822,3938,-0.87,3.19,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201705,19.05,19.05,"Dégustation - régulière-1,Étalage mini-1,Frigo 1 période-78,Frigo longue durée-3, Étalage mini-1,Dégustation - régulière-1,Frigo 1 période-78,Frigo longue durée-3, Points_1000.00",248,838,838,191698,191698,147,1.453,4411,7361,889,1291,-0.71,7.62,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201706,19.1,19.1,"Étalage mini-2,Dégustation - régulière-1,Frigo longue durée-3,Frigo 1 période-100, Points_1000.00",273,742,742,169916,169916,136.92,1.0038,5285,6520,1198,1203,-0.77,5.93,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201707,19,19,"Dégustation - régulière-1,Frigo 1 période-76,Frigo longue durée-1, Points_1000.00",244,767,767,174963,174963,133.93,1.2204,4085,6735,964,1176,-0.71,7.48,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201708,19.05,19.05,"Frigo 1 période-78,Frigo longue durée-1, Points_1000.00",245,801,801,183036,183036,132.47,1.1825,3350,7033,984,1164,-0.65,9.04,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201709,19.15,19.15,"Dégustation - régulière-1,Frigo longue durée-3,Étalage mini longue durée-2,Frigo 1 période-74,Étalage régulier-17,Étalage gros-1, Points_2000.00",279,847,847,194480,194480,104.44,0.5991,5594,7440,1531,917,-0.84,4.29,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201710,18.95,18.95,"Dégustation - régulière-1,Frigo longue durée-3,Étalage régulier-12,Étalage mini longue durée-2,Frigo 1 période-74, Dégustation - régulière-1,Étalage régulier-12,Frigo longue durée-3,Étalage mini longue durée-2,Frigo 1 période-74, Points_0.00",318,1096,1096,249380,249380,147.47,0.8669,3461,9627,1494,1295,-0.63,9.69,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201711,18.95,18.95,"Dégustation - régulière-10,Frigo 1 période-54,Affichette - régulière-1, Points_1000.00",148,641,641,145851,145851,58.66,0.6547,2246,5633,787,515,-0.77,5.94,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201712,19,19,"Dégustation - régulière-21,Étalage mini-1,Frigo 1 période-75,Affichette - régulière-1, Points_1000.00",260,787,787,179365,179365,119.4,0.8467,4714,6915,1239,1049,-0.78,5.77,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201713,19,19,"Étalage mini-1,Frigo 1 période-100,Affichette - régulière-1, Points_1000.00",394,1142,1142,260145,260145,194.65,0.9784,5448,10034,1747,1710,-0.69,8.14,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201801,19.05,19.05,"Étalage mini-1,Allongeur - régulier-43, Points_1000.00",103,895,895,204790,204790,47.03,0.8428,2355,7886,492,414,-0.82,4.57,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201802,19.1,19.1,"Dégustation - régulière-1,Étalage mini-1,Frigo 1 période-1, Frigo 1 période-1,Dégustation - régulière-1,Étalage mini-1, Étalage mini-1,Dégustation - régulière-1,Frigo 1 période-1, Points_0.00",21,909,909,208121,208121,15.63,2.8232,172,8004,49,138,-0.2,20.88,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201803,18.95,17.85,"Dégustation - régulière-10,Circulaire-Standard plus 315 succursales à rabais mixte-416,Étalage mini-298, Dégustation - régulière-10,Étalage mini-298, LTO_1.50, Points_500.00",1265,1393,1393,316525,298182,585.63,0.8616,56066,12273,5988,5159,-0.91,2.24,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201804,18.95,18.95,"Étalage régulier-2,Étalage mini-21,Affichette - régulière-1,Frigo 1 période-94, Points_2000.00",347,1011,1011,230040,230040,159.83,0.8555,7305,8908,1646,1408,-0.81,4.98,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201805,18.95,18.95,"Étalage mini-1,Frigo 1 période-69,Allongeur - régulier-71,Affichette - régulière-1, Points_2000.00",379,927,927,210941,210941,162.28,0.7496,7892,8171,1907,1430,-0.82,4.68,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201806,18.95,18.95,"Étalage mini-1, Points_0.00",7,701,701,159471,159471,5.58,4.1875,70,6178,12,49,-0.3,18.14,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201807,18.9,17.7,"Étalage mini-5,Frigo 1 période-31,Allongeur - régulier-32, Étalage mini-5,Frigo 1 période-31,Allongeur - régulier-32,Circulaire-Produit à rabais mixte-416, Étalage mini-5,Frigo 1 période-31,Circulaire-Produit à rabais mixte-416,Allongeur - régulier-32, LTO_1.50, Points_2250.00",730,898,899,203668,191128,265.25,0.5709,18271,7909,4093,2337,-0.87,3.09,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201808,19,19,"Allongeur - régulier-37,Frigo 1 période-15,Étalage mini-3,Affichette - régulière-1, Points_3500.00",148,711,711,162315,162315,62.06,0.7214,4166,6265,758,547,-0.87,3.4,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201809,19,19,"Frigo 1 période-28,Étalage mini-3,Affichette - régulière-1, Points_1750.00",92,711,711,162196,162196,41.42,0.8161,1998,6265,447,365,-0.82,4.73,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201810,18.9,18.9,"Frigo 1 période-18,Étalage mini-6, Points_0.00",79,1063,1063,241261,241261,25.73,0.486,953,9364,466,227,-0.76,6.13,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201811,19,19,"Étalage mini-5,Frigo 1 période-10,Affichette - régulière-1, Points_1750.00",42,546,546,124405,124405,14.11,0.5061,914,4807,246,124,-0.86,3.52,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201812,19,19,"Étalage mini-4,Frigo 1 période-10, Points_1750.00",47,658,658,149897,149897,19.37,0.6906,1006,5800,247,171,-0.83,4.38,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201813,17.15,17.15,"Allongeur - régulier-26,Frigo 1 période-15,Étalage mini-7, Points_3500.00",140,834,834,171705,171705,73.89,1.1249,3433,7351,579,651,-0.81,4.43,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201901,17.1,17.1,"Dégustation - régulière-1,Frigo 1 période-84,Étalage mini-39,Affichette - régulière-1, Dégustation - régulière-1,Étalage mini-39,Frigo 1 période-84,Affichette - régulière-1, Points_3500.00",569,1222,1222,250971,250971,315.25,1.2427,12693,9364,1943,2415,-0.81,5.1,68
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201902,17.15,17.15,"Étalage régulier-1,Étalage mini-20,Frigo 1 période-65, Points_3500.00",391,1101,1101,226884,226884,202.88,1.077,8463,8437,1443,1554,-0.82,4.94,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201903,17.2,17.2,"Étalage mini-20,Étalage régulier-4,Allongeur - régulier-17,Frigo 1 période-77,Affichette - régulière-1, Points_3500.00",508,1272,1272,262347,262347,266.36,1.1019,12318,9743,1852,2040,-0.83,4.46,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201904,17.1,16.15,"Étalage mini-1,Allongeur - régulier-42, Étalage mini-1,Circulaire-Majeur à rabais mixte-417,Allongeur - régulier-42, LTO_1.50, Points_1500.00",1272,1843,1843,378655,357238,778.41,1.576,59678,14114,3783,5963,-0.9,2.53,
11629787,KUNG FU GIRL,KUNG FU GIRL RIESLING 00750 ML,201905,17.15,17.15,"Étalage régulier-3,Allongeur - régulier-28,Étalage mini-23,Frigo 1 période-75,Affichette - régulière-1, Points_4500.00",507,1217,1217,250732,250732,211.99,0.7182,11755,9325,2261,1624,-0.86,3.71,
11674764,EXP CIC,EXP CIC MERLOT SYRAH ZINFANDEL 00750 ML,201601,17.25,17.25,"Étalage régulier-5,Étalage gros-4, Points_0.00",14,285,285,59067,59067,6.12,0.7387,291,9198,267,197,-0.32,4.36,
11674764,EXP CIC,EXP CIC MERLOT SYRAH ZINFANDEL 00750 ML,201602,17.2,16,"Étalage régulier-2,Étalage mini-26, Étalage régulier-2,Événement tactique-Standard à rabais mixte-416,Étalage mini-26, LTO_1.50, Points_250.00",473,557,557,115189,106941,264.05,1.2632,13761,17952,6736,8509,-0.38,3.68,
