CSPC_NO,BRAND_DSC,PRODUCT_DISPLAY_DSC,Period Display,Price,Adjusted Price,Promotions,Total 9L Cases(Promoted Stores),Total 9L Cases,Total Real Cases,Total $ Sales,Adjusted $ Sales,Lift 9L,Lift 9L %,Total Promo Cost,Total $GP,Base $GP,ROI $,ROI $ Rel,Incr.$/Rate,Rank
13330682,RUFFINO,RUFFINO SPARKLING ROSE SPARKLING ROSE 00750 ML,201813,17.5,17.5,"Frigo 1 période-12,Étalage mini-3, Points_1000.00",20,138,277,29012,29012,13.23,1.9075,544,971,49,93,-0.83,5.11,
13330682,RUFFINO,RUFFINO SPARKLING ROSE SPARKLING ROSE 00750 ML,201901,17.3,17.3,"Frigo 1 période-25,Dégustation - régulière-1,Étalage mini-9, Points_3000.00",30,159,319,33143,33143,19.47,1.8487,1685,1143,76,140,-0.92,2.41,59
13330682,RUFFINO,RUFFINO SPARKLING ROSE SPARKLING ROSE 00750 ML,201902,17.45,17.45,"Frigo 1 période-17,Étalage mini-7, Points_3000.00",36,163,326,34084,34084,28.19,3.855,1357,1175,53,203,-0.85,4.35,
13330682,RUFFINO,RUFFINO SPARKLING ROSE SPARKLING ROSE 00750 ML,201903,17.4,17.4,"Frigo 1 période-14,Dégustation - régulière-1,Étalage mini-10, Points_1500.00",36,196,392,41018,41018,24.46,2.0588,1540,1414,86,176,-0.89,3.32,
13330682,RUFFINO,RUFFINO SPARKLING ROSE SPARKLING ROSE 00750 ML,201904,17.5,17.5,"Frigo 1 période-15,Étalage mini-7, Points_3000.00",51,182,364,38112,38112,38.73,3.0527,1532,1310,91,279,-0.82,5.3,
13330682,RUFFINO,RUFFINO SPARKLING ROSE SPARKLING ROSE 00750 ML,201905,17.45,17.45,"Frigo 1 période-23,Étalage mini-15, Points_3000.00",84,184,367,38405,38405,64.56,3.2795,2758,1323,142,465,-0.83,4.9,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201706,16.6,16.6,"Étalage régulier-7,Étalage mini-4,Dégustation - régulière-36, Points_0.00",0,0,0,17,17,0.08,,20,3,0,3,-0.86,0.82,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201707,16.7,16.7,"Étalage régulier-22,Étalage gros-3,Étalage mini-14,Allongeur - régulier-1,Dégustation - régulière-75, Points_0.00",126,165,165,33028,33028,126.25,,5478,5707,0,4373,-0.2,4.62,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201708,16.75,16.75,"Circulaire-FN-416,Étalage régulier-10,Étalage mini-39,Vitrine 1 période-6,Étalage gros-1,Dégustation - régulière-34,Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416, Circulaire-FN-416,Étalage régulier-10,Étalage mini-39,Étalage gros-1,Vitrine 1 période-6,Dégustation - régulière-34,Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416, LTO_0.00, Points_2000.00",311,311,311,62481,62481,263.19,5.5627,31412,10755,1639,9117,-0.71,1.69,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201709,16.85,16.85,"Vitrine 1 période-3,Circulaire-FN-416,Vitrine longue durée-3,Étalage mini longue durée-1,Dégustation - régulière-18,Étalage mini-9,Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416, Vitrine 1 période-3,Vitrine longue durée-3,Étalage mini longue durée-1,Dégustation - régulière-18,Étalage mini-9,Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416, LTO_0.00, Points_2000.00",279,279,279,56330,56330,228.88,4.589,26712,9650,1728,7928,-0.7,1.73,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201710,16.7,16.7,"Vitrine 1 période-3,Vitrine longue durée-3,Étalage mini longue durée-1,Étalage régulier-1,Étalage mini-9,Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416,Dégustation - régulière-15, LTO_0.00, Points_500.00",504,504,504,101031,101031,452.13,8.6475,16174,17467,1811,15661,-0.03,5.6,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201711,16.7,16.7,"Dégustation - régulière-1,Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416, LTO_0.00, Points_500.00",201,199,201,40230,40230,153.82,3.2776,6860,6908,1626,5328,-0.22,4.52,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201712,17.25,17.25,"Étalage mini-38,Étalage régulier-1,Dégustation - régulière-3, Points_1000.00",79,265,265,54881,54881,68.33,6.56,3312,9179,361,2367,-0.29,4.27,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201713,17.5,17.5,"Étalage mini-19,Dégustation - régulière-1,Étalage régulier-3, Points_1000.00",121,608,608,127405,127405,91.05,3.0314,3186,21049,1040,3154,-0.01,5.99,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201802,16.95,16.95,"Étalage mini-38,Étalage régulier-2,Dégustation - régulière-60, Points_1000.00",219,420,420,85285,85285,131.93,1.518,7780,15079,3123,4740,-0.39,3.45,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201803,17.15,17.15,"Étalage mini-18,Étalage régulier-2,Dégustation - régulière-3, Points_1000.00",78,337,337,69299,69299,46.88,1.4905,2140,12102,1130,1684,-0.21,4.51,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201804,17,17,"Étalage gros-11,Étalage régulier-4,Étalage mini-32,Vitrine 1 période-27,Dégustation - régulière-59, Étalage régulier-4,Étalage gros-11,Étalage mini-32,Vitrine 1 période-27,Dégustation - régulière-59, Points_1000.00",172,314,314,64083,64083,82.73,0.9233,22997,11297,3219,2972,-0.87,0.73,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201805,17,17,"Étalage mini-19,Dégustation - régulière-1,Étalage régulier-2, Points_1000.00",68,274,274,55873,55873,44.93,1.9136,2046,9833,844,1615,-0.21,4.48,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201806,17.15,17.15,"Dégustation - régulière-62, Points_0.00",94,262,262,53874,53874,50.21,1.1508,3584,9414,1568,1804,-0.5,2.88,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201807,17.2,17.2,"Étalage mini-5,Dégustation - régulière-17, Points_1500.00",59,270,270,55740,55740,36.65,1.6642,1644,9710,791,1317,-0.2,4.6,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201808,17.4,17.4,"Dégustation - régulière-1,Vitrine 1 période-15, Points_1500.00",21,271,271,56522,56522,8.58,0.6998,8006,9731,440,308,-0.96,0.22,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201809,17.2,17.2,"Dégustation - régulière-1,Étalage mini-3, Points_1500.00",7,284,284,58529,58529,5.51,2.8814,288,10192,69,198,-0.31,3.95,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201810,17.05,17.05,"Étalage mini-15,Dégustation - régulière-1, Points_0.00",54,338,338,69287,69287,32.53,1.5154,1447,12156,771,1169,-0.19,4.61,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201811,17.1,16.1,"Étalage mini-6, Étalage mini-6,Circulaire-Produit à rabais mixte-416, LTO_1.25, Points_500.00",221,272,272,55804,52536,70.52,0.4678,4413,9773,5416,2534,-0.43,3.09,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201813,17.35,17.35,"Dégustation - régulière-70,Étalage mini-5,Vitrine 1 période-26, Points_1500.00",106,340,340,70884,70884,54.54,1.0686,18899,12219,1834,1960,-0.9,0.6,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201901,17.55,17.55,"Étalage mini-3, Points_1500.00",8,406,406,85499,85499,5.1,2.0537,292,13594,83,171,-0.42,3.68,12
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201902,17.45,17.45,"Étalage mini-14,Dégustation - régulière-1,Étalage régulier-4, Points_1500.00",74,373,373,78267,78267,41.95,1.2989,2386,12498,1081,1404,-0.41,3.68,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201903,17.15,17.15,"Étalage régulier-2,Dégustation - régulière-63,Étalage mini-7, Points_1500.00",153,347,347,71563,71563,98.43,1.7902,5662,11609,1840,3295,-0.42,3.59,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201904,17.2,17.2,"Étalage mini-16,Allongeur - régulier-1,Étalage régulier-1,Dégustation - régulière-2, Points_1500.00",55,245,245,50557,50557,25.39,0.8573,2001,8189,991,850,-0.58,2.62,
13358183,SEASIDE,SEASIDE SYRAH 00750 ML,201905,17.15,17.15,"Étalage mini-6,Étalage régulier-3, Étalage régulier-3,Étalage mini-6, Points_1500.00",41,227,227,46691,46691,16.14,0.6494,1283,7598,832,540,-0.58,2.59,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201706,18.6,18.6,"Étalage régulier-1,Étalage mini-5,Dégustation - régulière-18, Points_0.00",61,223,223,49669,49669,47.63,3.6518,1570,1914,112,409,-0.74,6.77,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201707,18.6,18.6,"Étalage mini-18,Dégustation - régulière-44,Étalage régulier-5, Points_0.00",148,273,273,60857,60857,104,2.3592,4576,2346,379,894,-0.8,5.07,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201708,18.65,18.65,"Étalage mini-13,Dégustation - régulière-1,Étalage régulier-2, Points_1000.00",44,205,205,45955,45955,25.81,1.3872,1507,1766,160,222,-0.85,3.83,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201709,18.75,18.75,"Dégustation - régulière-1,Étalage régulier-1, Points_1000.00",4,195,195,43965,43965,2.97,2.8919,196,1680,9,26,-0.87,3.41,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201710,18.7,18.7,"Dégustation - régulière-1,Étalage régulier-1, Points_0.00",3,286,286,64246,64246,1.96,2.7647,165,2460,6,17,-0.9,2.66,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201711,18.7,18.7,"Étalage régulier-4,Dégustation - régulière-28, Points_1000.00",38,168,168,37666,37666,16.53,0.7581,1668,1442,187,142,-0.91,2.23,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201712,18.6,18.6,"Étalage gros-2,Événement tactique-Forfait Nouveauté-416,Étalage régulier-4,Étalage mini-21,Forfait offre de lancement-416, LTO_0.00, Points_1500.00",588,587,588,131145,131145,361.16,1.5957,13878,5050,1946,3105,-0.78,5.81,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201713,18.6,18.6,"Événement tactique-Forfait Nouveauté-416,Forfait offre de lancement-416, LTO_0.00, Points_500.00",588,587,588,131114,131114,315.21,1.1559,13674,5050,2345,2710,-0.8,5.15,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201801,18.6,18.6,"Événement tactique-Forfait Nouveauté-416,Forfait offre de lancement-416, LTO_0.00, Points_500.00",395,395,395,88198,88198,224.98,1.3252,10652,3390,1458,1933,-0.82,4.72,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201802,18.7,18.7,"Dégustation - régulière-51, Points_0.00",89,281,281,62949,62949,56,1.6971,3057,2412,283,481,-0.84,4.11,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201803,18.7,18.7,"Étalage mini-1,Étalage régulier-3, Points_1000.00",6,233,233,52258,52258,3.19,1.287,279,1999,21,27,-0.9,2.57,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201804,18.7,18.7,"Étalage régulier-1,Étalage mini-9, Points_1000.00",24,185,185,41430,41430,8.98,0.5912,801,1588,130,77,-0.9,2.51,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201806,18.75,18.75,"Étalage mini-3, Points_1000.00",6,163,163,36651,36651,2.1,0.5492,253,1399,33,18,-0.93,1.87,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201807,18.7,18.7,"Dégustation - régulière-1,Étalage régulier-1,Étalage mini-20, Points_1750.00",64,229,229,51381,51381,44.28,2.3042,2315,1968,165,380,-0.84,4.29,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201808,18.85,18.85,"Étalage mini-1, Points_1750.00",6,204,204,46106,46106,4.35,3.3034,141,1751,11,37,-0.74,6.96,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201809,18.8,18.8,"Étalage mini-1, Points_1750.00",2,183,183,41240,41240,1.51,9.9031,116,1572,1,13,-0.89,2.94,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201810,18.65,18.65,"Étalage mini-1, Points_0.00",3,310,310,69432,69432,1.9,1.5,95,2666,11,16,-0.83,4.47,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201811,18.8,18.8,"Étalage mini-1, Points_1750.00",2,146,146,33045,33045,0.17,0.0954,85,1257,16,1,-0.98,0.46,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201812,18.9,18.9,"Étalage mini-1, Points_1750.00",3,178,178,40283,40283,1.29,0.8839,105,1527,13,11,-0.89,2.79,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201813,18.9,18.9,"Étalage mini-7, Points_1750.00",26,191,191,43281,43281,14.2,1.229,814,1641,99,122,-0.85,3.95,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201901,18.75,18.75,"Étalage mini-8, Points_1750.00",27,186,186,41845,41845,16.54,1.6209,897,1601,88,142,-0.84,4.15,51
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201902,18.8,18.8,"Étalage mini-10, Points_1750.00",44,206,206,46440,46440,26.13,1.4765,1252,1770,152,225,-0.82,4.71,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201903,18.85,18.85,"Étalage mini-4, Points_1750.00",18,188,188,42622,42622,7.55,0.7525,502,1621,86,65,-0.87,3.41,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201904,18.75,18.75,"Étalage régulier-1,Étalage mini-6, Points_1750.00",30,178,178,40093,40093,14.22,0.9311,932,1533,132,122,-0.87,3.44,
13359071,THE DREAMING TREE,THE DREAMING TREE PINOT NOIR 00750 ML,201905,18.8,18.8,"Étalage mini-3, Points_1750.00",14,173,173,39078,39078,4.42,0.4649,385,1490,82,38,-0.9,2.59,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201705,16.55,16.55,"Dégustation - régulière-1, Points_0.00",3,60,60,11932,11932,2.5,,68,426,0,18,-0.74,7.36,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201706,16.55,16.55,"Étalage régulier-7,Dégustation - régulière-31,Étalage mini-4, Points_0.00",118,240,240,47533,47533,92.72,3.6086,2598,1700,182,658,-0.75,7.08,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201707,16.55,16.55,"Étalage régulier-21,Étalage mini-46,Dégustation - régulière-70,Étalage gros-2, Points_0.00",363,455,455,90327,90327,280.13,3.3734,8884,3229,589,1987,-0.78,6.26,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201708,16.55,16.55,"Vitrine 1 période-1,Dégustation - régulière-8,Étalage mini-13,Étalage régulier-3, Vitrine 1 période-1,Étalage mini-13,Dégustation - régulière-8,Étalage régulier-3, Points_1000.00",54,256,256,50843,50843,31.72,1.4458,1885,1816,156,225,-0.88,3.34,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201709,16.7,16.7,"Étalage régulier-1,Étalage mini-4, Points_1000.00",8,259,259,51784,51784,5.65,2.2426,552,1836,18,40,-0.93,2.05,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201710,16.6,16.6,"Étalage régulier-1,Dégustation - régulière-2,Étalage mini-3, Points_0.00",15,335,335,66659,66659,8.3,1.1665,537,2375,50,59,-0.89,3.08,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201711,16.55,16.55,"Étalage mini-29,Dégustation - régulière-10,Étalage régulier-1, Points_1000.00",100,258,258,51207,51207,55.68,1.2659,2742,1830,312,395,-0.86,4.03,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201712,16.55,16.55,"Événement tactique-Forfait Nouveauté-416,Étalage régulier-1,Étalage mini-9,Forfait offre de lancement-416,Dégustation - régulière-16, LTO_0.00, Points_1500.00",856,856,856,169960,169960,541.25,1.7173,14613,6074,2236,3840,-0.74,7.35,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201713,16.5,16.5,"Événement tactique-Forfait Nouveauté-416,Étalage mini-31,Dégustation - régulière-2,Étalage régulier-5,Forfait offre de lancement-416, Événement tactique-Forfait Nouveauté-416,Étalage mini-31,Étalage régulier-5,Dégustation - régulière-2,Forfait offre de lancement-416, LTO_0.00, Points_1500.00",819,819,819,162343,162343,478.27,1.4037,18946,5808,2417,3393,-0.82,5.01,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201801,16.55,16.55,"Événement tactique-Forfait Nouveauté-416,Forfait offre de lancement-416, LTO_0.00, Points_500.00",705,705,705,139894,139894,439.64,1.6579,11808,5016,1888,3130,-0.73,7.39,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201802,16.6,16.6,"Dégustation - régulière-1,Étalage mini-1, Points_0.00",5,382,382,75968,75968,2.18,0.6916,151,2717,22,16,-0.9,2.87,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201803,16.6,16.6,"Étalage mini-7, Points_1000.00",17,337,337,67084,67084,3.8,0.2933,593,2399,92,27,-0.95,1.28,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201804,16.45,16.45,"Étalage mini-11, Points_1000.00",57,292,292,57618,57618,25.42,0.8005,1164,2076,226,181,-0.84,4.31,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201805,16.6,16.6,"Étalage mini-12,Dégustation - régulière-1,Étalage régulier-1, Points_1000.00",71,308,308,61311,61311,34.27,0.9266,1546,2194,263,244,-0.84,4.41,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201807,16.6,16.6,"Étalage mini-45,Étalage régulier-1, Points_1500.00",205,382,382,75944,75944,119.35,1.4004,5447,2719,607,850,-0.84,4.36,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201809,16.55,15.3,"Circulaire-Étalage zone corpo 140 succ. à rabais mixte-416,Étalage régulier-31,Étalage mini-104,Dégustation - régulière-1, LTO_1.25, Points_500.00",788,788,788,156621,144801,500.31,1.7391,47291,5609,2048,3562,-0.92,1.94,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201810,16.55,16.55,"Étalage régulier-1,Étalage mini-3, Points_0.00",23,403,403,79963,79963,15.57,2.143,474,2866,52,111,-0.77,6.53,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201811,16.55,16.55,"Étalage mini-11, Points_1500.00",38,226,226,44910,44910,10.69,0.3976,1051,1609,191,76,-0.93,2.02,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201813,16.6,16.6,"Étalage mini-5, Points_1500.00",33,281,281,55880,55880,21.23,1.8304,705,1997,83,151,-0.79,6,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201901,16.6,16.6,"Étalage mini-25,Étalage régulier-1, Points_1500.00",181,377,377,75059,75059,107.69,1.4791,3839,0,0,0,-1,5.58,70
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201902,16.6,16.6,"Étalage mini-13, Points_1500.00",93,342,342,68017,68017,54.58,1.4327,1911,0,0,0,-1,5.69,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201903,16.6,16.6,"Étalage régulier-2,Étalage mini-4, Points_1500.00",34,307,307,61217,61217,19.87,1.3663,932,0,0,0,-1,4.25,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201904,16.6,16.6,"Étalage gros-1,Étalage régulier-2,Étalage mini-5, Points_1500.00",51,293,293,58294,58294,27.49,1.1738,1390,0,0,0,-1,3.94,
13359098,RAVAGE,RAVAGE CABERNET SAUVIGNON 00750 ML,201905,16.6,16.6,"Étalage gros-1,Étalage régulier-2,Étalage mini-6, Points_1500.00",57,304,304,60689,60689,32.58,1.3206,1528,0,0,0,-1,4.25,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201707,14.75,14.75,"Étalage gros-4,Étalage régulier-16,Allongeur - régulier-1,Dégustation - régulière-50,Étalage mini-21, Points_0.00",82,136,136,24149,24149,82.42,,3940,2814,0,1701,-0.57,3.71,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201708,13.65,13.65,"Circulaire-FN-416,Vitrine 1 période-2,Dégustation - régulière-9,Étalage régulier-2,Étalage mini-3,Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416, LTO_0.00, Points_2000.00",307,307,307,50234,50234,251.44,4.5389,24362,6329,1143,5189,-0.79,1.69,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201709,13.65,13.65,"Vitrine 1 période-3,Circulaire-FN-416,Vitrine longue durée-3,Dégustation - régulière-11,Étalage régulier-2,Étalage mini-4,Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416, Vitrine 1 période-3,Vitrine longue durée-3,Dégustation - régulière-11,Étalage régulier-2,Étalage mini-4,Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416, LTO_0.00, Points_2000.00",352,351,352,57686,57686,297.33,5.4135,26410,7249,1134,6136,-0.77,1.85,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201710,13.65,13.65,"Vitrine 1 période-1,Vitrine longue durée-3,Étalage mini-1,Dégustation - régulière-11,Étalage régulier-2,Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416, LTO_0.00, Points_500.00",482,482,482,78982,78982,415.03,6.1893,13863,9948,1384,8566,-0.38,4.91,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201711,13.75,13.75,"Événement tactique-Forfait Nouveauté Sélection-416,Forfait offre de lancement-416,Dégustation - régulière-24, LTO_0.00, Points_500.00",266,265,266,43769,43769,210.29,3.8033,8624,5478,1141,4340,-0.5,4.02,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201712,13.8,13.8,"Étalage gros-1,Étalage mini-18,Dégustation - régulière-61,Étalage régulier-4, Étalage mini-18,Étalage gros-1,Dégustation - régulière-61,Étalage régulier-4, Points_1000.00",171,268,268,44406,44406,162.67,20.5474,6013,5536,163,3357,-0.44,4.48,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201713,13.85,13.85,"Étalage mini-12,Étalage régulier-9,Étalage gros-1,Dégustation - régulière-4, Points_1000.00",100,271,271,45014,45014,92.04,11.2132,3347,5583,169,1900,-0.43,4.58,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201802,13.8,13.8,"Vitrine 1 période-23,Étalage régulier-1,Étalage mini-5,Étalage maxi-1,Dégustation - régulière-48, Points_0.00",109,245,245,40621,40621,70.39,1.8073,15243,3860,614,1109,-0.93,0.77,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201803,14.05,14.05,"Étalage gros-1,Dégustation - régulière-1,Étalage régulier-2,Étalage mini-5, Points_750.00",34,221,221,37259,37259,25.28,2.8183,999,3482,141,398,-0.6,4.27,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201804,14.1,14.1,"Allongeur - régulier-7,Étalage mini-5, Points_750.00",36,209,209,35372,35372,21.02,1.4346,826,3300,231,331,-0.6,4.3,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201805,14.1,14.1,"Étalage régulier-1,Étalage mini-8, Points_750.00",23,202,202,34156,34156,13.61,1.4901,788,3181,144,215,-0.73,2.92,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201806,14,14,"Vitrine 1 période-24,Étalage régulier-9,Étalage gros-2,Étalage mini-9,Dégustation - régulière-14, Points_750.00",137,274,274,46103,46103,90.43,1.963,15423,4317,726,1425,-0.91,0.99,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201807,14.05,14.05,"Allongeur - régulier-31,Étalage mini-6,Dégustation - régulière-3, Points_1250.00",91,250,250,42111,42111,58.56,1.8336,2681,3936,503,923,-0.66,3.68,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201808,14.1,14.1,"Étalage mini-1, Étalage mini-1,Publicité Magazine SAQ-Page simple - 1 parution-416, Points_1250.00",50,161,161,27250,27250,16.68,0.5069,114,2536,519,263,1.32,24.88,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201809,14.2,14.2,"Allongeur - régulier-19,Publicité Magazine SAQ-Page simple - 1 parution-416,Étalage mini-7, Points_1250.00",246,246,246,41924,41924,114.23,0.8647,2826,3882,2082,1800,-0.36,6.88,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201810,14.05,14.05,"Étalage mini-17,Publicité Magazine SAQ-Page simple - 1 parution-416, Points_0.00",247,247,247,41528,41528,114.41,0.8661,1496,3885,2082,1803,0.21,12.88,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201811,14.1,14.1,"Étalage mini-15, Étalage mini-15,Publicité Magazine SAQ-Page simple - 1 parution-416, Points_1250.00",139,178,178,30129,30129,65.08,0.8834,1262,2811,1161,1026,-0.19,8.72,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201813,14.2,14.2,"Dégustation - régulière-1,Étalage mini-4, Points_1250.00",16,168,168,28668,28668,9.11,1.3216,453,2652,109,144,-0.68,3.42,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201901,14.25,14.25,"Allongeur - régulier-1,Étalage mini-2,Dégustation - régulière-1, Points_1250.00",9,163,163,27921,27921,6.1,2.3019,305,2350,38,88,-0.71,3.42,37
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201902,14.1,14.1,"Étalage régulier-1,Étalage mini-3,Dégustation - régulière-18, Points_1250.00",46,164,164,27628,27628,29.34,1.718,1627,2351,246,422,-0.74,3.05,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201903,13.85,13.85,"Allongeur - régulier-26,Étalage mini-1,Dégustation - régulière-45,Étalage régulier-1,Vitrine 1 période-17, Points_1250.00",144,217,217,36106,36106,103.5,2.5607,14034,3119,581,1488,-0.89,1.23,
13359178,MALLEE ROCK,MALLEE ROCK SHIRAZ CABERNET 00750 ML,201904,14,14,"Allongeur - régulier-1,Étalage mini-9, Points_1250.00",20,120,120,20104,20104,14.25,2.4104,855,1720,85,205,-0.76,2.8,
